	order_s_in_text	sentence	word	tf_idf
617	618	Оставаться-то в городе ему было неудобно: живой укор перед глазами и ей, и всему полку	['оставаться-то', 'город', 'неудобно', 'живой', 'укор', 'глаз', 'весь', 'полка']	[0.37570118067003505, 0.2324351762102553, 0.37570118067003505, 0.2784322743720796, 0.37570118067003505, 0.19106102383007725, 0.17026959610926162, 0.3160610238300772]
618	619	И пропал человек	['пропасть', 'человек']	[1.3522897248481496, 0.7571238757630039]
619	620	самым подлым образом	['самый', 'подлый', 'образ']	[0.5756186148024838, 1.0018698151200933, 0.9015264832320997]
620	621	Стал попрошайкой	['стать', 'попрошайка']	[0.9458330465267218, 1.5028047226801402]
621	622	замерз где-то на пристани в Петербурге А другой случай был совсем жалкий	['замёрзнуть', 'где-то', 'пристань', 'петербург', 'случай', 'жалкий']	[0.5009349075600467, 0.40059157567205295, 0.5009349075600467, 0.40059157567205295, 0.34189448932015926, 0.45076324161604986]
622	623	И такая же женщина была, как и первая, только молодая и красивая	['женщина', 'первый', 'молодой', 'красивый']	[0.4375842350642436, 0.4375842350642436, 0.5401278513365059, 0.5568645487441592]
623	624	Очень и очень нехорошо себя вела	['очень', 'нехорошо', 'вести']	[0.7307707005050024, 0.6761448624240748, 0.7514023613400701]
624	625	На что уж мы легко глядели на эти домашние романы, но даже и нас коробило	['легко', 'глядеть', 'домашний', 'роман', 'коробить']	[0.4613278882048524, 0.3852856398625311, 0.4613278882048524, 0.5056976381281236, 0.6011218890720561]
625	626	А муж — ничего	['муж']	[1.7268558444074515]
626	627	Все знал, все видел и молчал	['всё', 'знать', 'видеть', 'молчать']	[0.4939029734872545, 0.2499469179375578, 0.28986138891859864, 0.5409158899392599]
627	628	Друзья намекали ему, а он только руками отмахивался	['друг', 'намекать', 'рука', 'отмахиваться']	[0.5256298645920842, 0.7514023613400701, 0.3536362095834453, 0.7514023613400701]
628	629	«Оставьте, оставьте	['оставить']	[2.227458194976637]
629	630	Не мое дело, не мое дело	['дело']	[1.8295181863045993]
630	631	Пусть только Леночка будет счастлива	['пусть', 'леночка', 'счастливый']	[0.8011831513441059, 0.9015264832320997, 0.8428293968802059]
631	632	» Такой олух	['олух']	[3.0056094453602804]
632	633	Под конец сошлась она накрепко с поручиком Вишняковым, субалтерном из ихней роты	['конец', 'сойтись', 'накрепко', 'поручик', 'вишняков', 'субалтёрн', 'ихний', 'рота']	[0.2628149322960421, 0.37570118067003505, 0.37570118067003505, 0.30044368175403974, 0.3380724312120374, 0.37570118067003505, 0.3380724312120374, 0.3380724312120374]
633	634	Так втроем и жили в двумужественном браке — точно это самый законный вид супружества	['втроём', 'жить', 'двумужественный', 'брак', 'точно', 'самый', 'законный', 'вид', 'супружество']	[0.33395660504003116, 0.2400568228162248, 0.33395660504003116, 0.28094313229340195, 0.18059980040540827, 0.19187287160082794, 0.3005088277440332, 0.2400568228162248, 0.3005088277440332]
634	635	А тут наш полк двинули на войну	['наш', 'полк', 'двинуть', 'война']	[0.3896128535045153, 0.6761448624240748, 0.7514023613400701, 0.5401278513365059]
635	636	Наши дамы провожали нас, провожала и она, и, право, даже смотреть было совестно: хотя бы для приличия взглянула разок на мужа, — нет, повесилась на своем поручике, как черт на сухой вербе, и не отходит	['провожать', 'наш', 'дама', 'право', 'смотреть', 'совестно', 'хотя', 'приличие', 'взглянуть', 'разок', 'муж', 'повеситься', 'свой', 'поручик', 'черта', 'сухой', 'верба', 'отходить']	[0.3163799416168716, 0.08202375863252953, 0.11371112659715912, 0.11723464184087562, 0.1330783258231904, 0.142346286826121, 0.10555839186106739, 0.1330783258231904, 0.1581899708084358, 0.1581899708084358, 0.09088714970565534, 0.1581899708084358, 0.06787400535397269, 0.1265026028438062, 0.12140207584338218, 0.1330783258231904, 0.1581899708084358, 0.1581899708084358]
636	637	На прощанье, когда мы уже уселись в вагоны и поезд тронулся, так она еще мужу вслед, бесстыдница, крикнула: «Помни же, береги Володю	['прощание', 'усесться', 'вагон', 'поезд', 'тронуться', 'ещё', 'муж', 'вслед', 'бесстыдница', 'крикнуть', 'помнить', 'беречь', 'володя']	[0.23120072656617544, 0.23120072656617544, 0.23120072656617544, 0.18488841954094754, 0.23120072656617544, 0.11541995900310573, 0.13283506495441935, 0.19449909158773984, 0.23120072656617544, 0.23120072656617544, 0.15779745660930428, 0.20804457305356147, 0.23120072656617544]
637	638	Если что-нибудь с ним случится — уйду из дому и никогда не вернусь	['что-нибудь', 'случиться', 'уйти', 'дом', 'вернуться']	[0.4454916389953274, 0.4807098908064636, 0.4613278882048524, 0.34091588993925986, 0.41027338718419115]
638	639	И детей заберу» Ты, может быть, думаешь, что этот капитан был какая-нибудь тряпка	['ребёнок', 'забрать', 'мочь', 'думать', 'капитан', 'какой-нибудь', 'тряпка']	[0.2656402013831489, 0.42937277790861145, 0.20879162871571494, 0.27023801329334907, 0.42937277790861145, 0.3295199201463231, 0.42937277790861145]
639	640	размазня	['размазня']	[3.0056094453602804]
640	641	стрекозиная душа	['стрекозиный', 'душа']	[1.5028047226801402, 0.9147590931522996]
641	642	Ничуть	['ничуть']	[3.0056094453602804]
642	643	Он был храбрым солдатом	['храбрый', 'солдат']	[1.264244095320309, 1.0802557026730117]
643	644	Под Зелеными Горами он шесть раз водил свою роту на турецкий редут, и у него от двухсот человек осталось только четырнадцать	['зелёный', 'гора', 'шесть', 'водить', 'свой', 'рота', 'турецкий', 'редут', 'двести', 'человек', 'остаться', 'четырнадцать']	[0.18004261711216862, 0.25046745378002333, 0.22538162080802493, 0.25046745378002333, 0.10746717514379009, 0.22538162080802493, 0.22538162080802493, 0.25046745378002333, 0.21070734922005147, 0.12618731262716731, 0.16368473001683795, 0.25046745378002333]
